name,nsin,isin,capitalization,type,performance_cy,volatility_cy,max_drawdown_cy,months_positive_cy,initial_fee,ongoing_charges,data_id
JSS-SUSTAINABLE-EQUITY-GLOBAL-THEMATIC-C-EUR-ACC-Fonds-LU0950589498,A1W4DN,LU0950589498,Thesaurierend,Aktienfonds,4.09,32.02,-31.72,62.5,3.0,1.59,
SWISSCANTO-LU-EQUITY-FUND-GLOBAL-CLIMATE-INVEST-GT-EUR-ACC-Fonds-LU0866303620,A1W4ZA,LU0866303620,Thesaurierend,Aktienfonds,12.16,32.63,-33.62,75.0,5.0,0.77,
BMO-RESPONSIBLE-GLOBAL-EQUITY-FUND-R-EUR-DIS-Fonds-LU0969484335,A1W54R,LU0969484335,Ausschüttend,Aktienfonds,2.92,31.14,-31.1,62.5,0.0,1.05,
BMO-RESPONSIBLE-GLOBAL-EQUITY-FUND-R-EUR-ACC-Fonds-LU0969484418,A1W54S,LU0969484418,Thesaurierend,Aktienfonds,2.84,31.08,-31.11,62.5,0.0,1.05,
BMO-RESPONSIBLE-GLOBAL-EQUITY-FUND-P-EUR-ACC-Fonds-LU0969484764,A1W54U,LU0969484764,Thesaurierend,Aktienfonds,2.93,31.09,-31.07,62.5,0.0,1.01,
TEMPLETON-GLOBAL-CLIMATE-CHANGE-FUND-W-EUR-ACC-Fonds-LU0976567114,A1W6J0,LU0976567114,Thesaurierend,Aktienfonds,-2.47,31.29,-30.27,62.5,0.0,1.03,
NORDEA-1-EMERGING-STARS-EQUITY-FUND-BC-EUR-ACC-Fonds-LU0841604316,A1W6Y1,LU0841604316,Thesaurierend,Aktienfonds,3.87,31.08,-30.17,62.5,5.0,1.16,
NORDEA-1-EMERGING-STARS-EQUITY-FUND-BC-USD-ACC-Fonds-LU0841605040,A1W6Y2,LU0841605040,Thesaurierend,Aktienfonds,3.72,30.97,-31.58,62.5,5.0,1.16,
NORDEA-1-EMERGING-STARS-EQUITY-FUND-AI-SEK-DIS-Fonds-LU0891675588,A1W6Y3,LU0891675588,Ausschüttend,Aktienfonds,4.58,28.58,-26.74,50.0,0.0,0.95,
UBS-LUX-EQUITY-FUND-GLOBAL-SUSTAINABLE-USD-IB-EUR-ACC-Fonds-LU0401299366,A1W6Z5,LU0401299366,Thesaurierend,Aktienfonds,-4.38,30.86,-33.46,50.0,3.0,0.09,
VANGUARD-SRI-EUROPEAN-STOCK-FUND-INSTITUTIONAL-PLUS-EUR-ACC-Fonds-IE00BFPM9R58,A1W75L,IE00BFPM9R58,Thesaurierend,Aktienfonds,-12.71,31.1,-35.64,62.5,0.0,0.1,
VANGUARD-ESG-DEVELOPED-WORLD-ALL-CAP-EQUITY-INSTITUTIONAL-PLUS-EUR-ACC-Fonds-IE00BFPM9S65,A1W75M,IE00BFPM9S65,Thesaurierend,Aktienfonds,-3.93,31.94,-33.75,62.5,0.0,0.13,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-BC-USD-ACC-Fonds-LU0841634578,A1W7QB,LU0841634578,Thesaurierend,Aktienfonds,2.9,29.31,-30.88,62.5,5.0,1.14,
ROBECO-SUSTAINABLE-EUROPEAN-STARS-EQUITIES-F-EUR-ACC-Fonds-LU0940006702,A1W81A,LU0940006702,Thesaurierend,Aktienfonds,-11.97,27.84,-33.74,62.5,0.0,0.84,
JSS-SUSTAINABLE-EQUITY-GLOBAL-C-EUR-ACC-Fonds-LU0950592443,A1W8XQ,LU0950592443,Thesaurierend,Aktienfonds,-4.82,33.47,-32.92,62.5,3.0,1.5,
TRIODOS-GLOBAL-EQUITIES-IMPACT-FUND-Z-EUR-DIS-Fonds-LU0785617423,A1W9DU,LU0785617423,Ausschüttend,Aktienfonds,-3.15,23.44,-26.45,50.0,3.0,1.03,
PICTET-WATER-I-DY-EUR-DIS-Fonds-LU0953041331,A1XAFY,LU0953041331,Ausschüttend,Aktienfonds,-2.1,27.74,-33.58,62.5,5.0,1.15,
JSS-SUSTAINABLE-EQUITY-WATER-P-USD-DIS-Fonds-LU0950593417,A1XB9U,LU0950593417,Ausschüttend,Aktienfonds,-0.28,33.45,-35.03,62.5,3.0,2.32,
JSS-SUSTAINABLE-EQUITY-USA-C-USD-ACC-Fonds-LU0950593094,A1XBAZ,LU0950593094,Thesaurierend,Aktienfonds,-0.47,38.56,-35.8,62.5,3.0,1.35,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-HBC-EUR-ACC-H-Fonds-LU0841634909,A1XBPC,LU0841634909,Thesaurierend,Aktienfonds,5.48,29.29,-31.02,62.5,5.0,1.14,
UBS-LUX-EQUITY-FUND-US-SUSTAINABLE-USD-F-EUR-ACC-H-Fonds-LU1009600286,A1XBQW,LU1009600286,Thesaurierend,Aktienfonds,,,,,3.0,0.6,
UBS-LUX-EQUITY-FUND-US-SUSTAINABLE-USD-F-CHF-ACC-H-Fonds-LU1009600955,A1XBQX,LU1009600955,Thesaurierend,Aktienfonds,,,,,3.0,0.6,
ISHARES-DEVELOPED-WORLD-ESG-SCREENED-INDEX-FUND-IE-INSTITUTIONAL-GBP-DIS-Fonds-IE00BFG1TS24,A1XBZG,IE00BFG1TS24,Ausschüttend,Aktienfonds,2.62,33.72,-20.37,,0.0,0.19,
ISHARES-DEVELOPED-WORLD-ESG-SCREENED-INDEX-FUND-IE-FLEXIBLE-GBP-DIS-Fonds-IE00BFG1TL54,A1XBZJ,IE00BFG1TL54,Ausschüttend,Aktienfonds,2.75,33.71,-20.34,,0.0,0.04,
MIROVA-GLOBAL-SUSTAINABLE-EQUITY-FUND-I-A-EUR-ACC-Fonds-LU0914729453,A1XCH7,LU0914729453,Thesaurierend,Aktienfonds,6.55,29.27,-29.31,75.0,0.0,0.81,
MIROVA-GLOBAL-SUSTAINABLE-EQUITY-FUND-R-A-EUR-ACC-Fonds-LU0914729966,A1XCH8,LU0914729966,Thesaurierend,Aktienfonds,5.92,29.36,-29.41,75.0,4.0,1.81,
MIROVA-GLOBAL-SUSTAINABLE-EQUITY-FUND-N-A-EUR-ACC-Fonds-LU0914730626,A1XCJA,LU0914730626,Thesaurierend,Aktienfonds,6.49,29.27,-29.3,75.0,4.0,0.91,
ARABESQUE-SICAV-ARABESQUE-SYSTEMATIC-EUR-DIS-Fonds-LU1023698746,A1XCPQ,LU1023698746,Ausschüttend,Aktienfonds,-7.44,18.17,-21.67,50.0,0.0,1.33,
ARABESQUE-SICAV-ARABESQUE-SYSTEMATIC-USD-DIS-Fonds-LU1023699983,A1XCPR,LU1023699983,Ausschüttend,Aktienfonds,-7.18,17.16,-19.86,62.5,0.0,1.29,
SWISSCANTO-LU-EQUITY-FUND-SUSTAINABLE-EMERGING-MARKETS-GT-USD-ACC-Fonds-LU0866273294,A1XCTY,LU0866273294,Thesaurierend,Aktienfonds,-5.3,29.76,-34.0,62.5,5.0,0.81,
JSS-SUSTAINABLE-EQUITY-WATER-C-EUR-ACC-Fonds-LU0950593250,A1XCWZ,LU0950593250,Thesaurierend,Aktienfonds,0.49,33.09,-34.79,62.5,3.0,1.64,
GUTMANN-AKTIEN-NACHHALTIGKEITSFONDS-EUR-ACC-Fonds-AT0000A15M75,A1XD4J,AT0000A15M75,Thesaurierend,Aktienfonds,-3.25,32.92,-32.8,62.5,5.0,1.97,
FONDITA-SUSTAINABLE-EUROPE-B-EUR-ACC-Fonds-FI4000024492,A1XEQ8,FI4000024492,Thesaurierend,Aktienfonds,9.47,36.31,-38.36,75.0,0.0,2.0,
UBS-LUX-EQUITY-FUND-GLOBAL-SUSTAINABLE-USD-IX-CAD-ACC-Fonds-LU1043178554,A1XF2H,LU1043178554,Thesaurierend,Aktienfonds,-4.21,28.62,-27.33,62.5,3.0,0.02,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-Z-EUR-ACC-Fonds-LU0555029197,A1XFHN,LU0555029197,Thesaurierend,Aktienfonds,11.47,34.22,-32.44,75.0,0.0,0.21,
DNB-FUND-GLOBAL-ESG-A-EUR-ACC-Fonds-LU1047850000,A1XFZE,LU1047850000,Thesaurierend,Aktienfonds,-7.24,37.06,-37.61,62.5,0.0,0.75,
ACATIS-FAIR-VALUE-AKTIEN-GLOBAL-I-EUR-DIS-Fonds-LI0253998061,A2ABBX,LI0253998061,Ausschüttend,Aktienfonds,1.76,31.52,-33.64,62.5,0.0,1.44,
ACATIS-FAIR-VALUE-AKTIEN-GLOBAL-I-USD-DIS-Fonds-LI0253998095,A2ABBY,LI0253998095,Ausschüttend,Aktienfonds,-0.0,32.23,-34.07,62.5,5.0,1.68,
ARABESQUE-Q3-17-SICAV-ARABESQUE-Q3-17-SYSTEMATIC-R-EUR-DIS-Fonds-LU1329517301,A2ABGS,LU1329517301,Ausschüttend,Aktienfonds,-7.2,20.42,-24.41,50.0,3.0,1.49,
ACATIS-FAIR-VALUE-AKTIEN-GLOBAL-I-CHF-DIS-Fonds-LI0306626206,A2ACBN,LI0306626206,Ausschüttend,Aktienfonds,2.87,31.68,-33.63,62.5,0.0,1.65,
GENERALI-INVESTMENTS-SICAV-SRI-AGEING-POPULATION-AX-EUR-DIS-Fonds-LU1234787114,A2ACGD,LU1234787114,Ausschüttend,Aktienfonds,-10.86,27.58,-33.92,62.5,5.0,0.66,
GENERALI-INVESTMENTS-SICAV-SRI-AGEING-POPULATION-BX-EUR-ACC-Fonds-LU1234787205,A2ACGE,LU1234787205,Thesaurierend,Aktienfonds,-11.02,27.58,-33.93,62.5,5.0,0.92,
GENERALI-INVESTMENTS-SICAV-SRI-AGEING-POPULATION-C-EUR-ACC-Fonds-LU1234787387,A2ACGF,LU1234787387,Thesaurierend,Aktienfonds,-11.19,27.58,-33.94,62.5,5.0,1.17,
GENERALI-INVESTMENTS-SICAV-SRI-AGEING-POPULATION-D-EUR-ACC-Fonds-LU1234787460,A2ACGG,LU1234787460,Thesaurierend,Aktienfonds,-11.54,27.58,-33.97,62.5,5.0,1.7,
GENERALI-INVESTMENTS-SICAV-SRI-AGEING-POPULATION-E-EUR-ACC-Fonds-LU1234787544,A2ACGH,LU1234787544,Thesaurierend,Aktienfonds,-11.99,27.58,-34.01,62.5,5.0,2.41,
GENERALI-INVESTMENTS-SICAV-SRI-AGEING-POPULATION-E-EUR-DIS-Fonds-LU1234788351,A2ACGN,LU1234788351,Ausschüttend,Aktienfonds,-11.99,27.58,-34.0,62.5,5.0,2.4,
HSBC-RESPONSIBLE-INVESTMENT-FUNDS-SRI-EUROLAND-EQUITY-IC-EUR-ACC-Fonds-FR0010250316,A2AE4V,FR0010250316,Thesaurierend,Aktienfonds,-11.1,32.02,-36.19,62.5,3.0,0.8,
DIMENSIONAL-GLOBAL-SUSTAINABILITY-CORE-EQUITY-FUND-EUR-ACC-Fonds-IE00B7T1D258,A2AF3H,IE00B7T1D258,Thesaurierend,Aktienfonds,-6.78,38.36,-35.09,62.5,0.0,0.34,
DIMENSIONAL-GLOBAL-SUSTAINABILITY-CORE-EQUITY-FUND-EUR-DIS-Fonds-IE00B8N2Z924,A2AF3J,IE00B8N2Z924,Ausschüttend,Aktienfonds,-6.82,38.39,-35.07,62.5,0.0,0.34,
DIMENSIONAL-GLOBAL-SUSTAINABILITY-CORE-EQUITY-FUND-GBP-ACC-Fonds-IE00B7YBX086,A2AF3K,IE00B7YBX086,Thesaurierend,Aktienfonds,-6.9,35.79,-27.98,62.5,0.0,0.34,
DIMENSIONAL-GLOBAL-SUSTAINABILITY-CORE-EQUITY-FUND-GBP-DIS-Fonds-IE00B8CJRF41,A2AF3L,IE00B8CJRF41,Ausschüttend,Aktienfonds,-6.86,35.85,-28.0,62.5,0.0,0.34,
DIMENSIONAL-GLOBAL-SUSTAINABILITY-CORE-EQUITY-FUND-USD-ACC-Fonds-IE00B8DMPF88,A2AF3M,IE00B8DMPF88,Thesaurierend,Aktienfonds,-6.79,37.76,-35.76,62.5,0.0,0.34,
DIMENSIONAL-GLOBAL-SUSTAINABILITY-CORE-EQUITY-FUND-USD-DIS-Fonds-IE00B60T4288,A2AF3N,IE00B60T4288,Ausschüttend,Aktienfonds,-6.82,37.71,-35.73,62.5,0.0,0.34,
ALLIANZ-GIF-ALLIANZ-EUROPE-EQUITY-SRI-RT-EUR-ACC-Fonds-LU1377965626,A2AFQH,LU1377965626,Thesaurierend,Aktienfonds,-10.63,31.14,-37.42,62.5,0.0,1.12,
GENERALI-INVESTMENTS-SICAV-SRI-AGEING-POPULATION-G-EUR-ACC-Fonds-LU1373298832,A2AFUJ,LU1373298832,Thesaurierend,Aktienfonds,-10.94,27.58,-33.92,62.5,5.0,0.78,
GENERALI-INVESTMENTS-SICAV-SRI-AGEING-POPULATION-R-EUR-ACC-Fonds-LU1373298915,A2AFUK,LU1373298915,Thesaurierend,Aktienfonds,-11.04,27.58,-33.93,62.5,5.0,0.96,
ACATIS-FAIR-VALUE-AKTIEN-GLOBAL-V-EUR-DIS-Fonds-LI0321177912,A2AG66,LI0321177912,Ausschüttend,Aktienfonds,1.98,31.49,-33.59,62.5,0.0,1.47,
BNPP-AQUA-CLASSIC-EUR-DIS-Fonds-LU1165135523,A2AH5U,LU1165135523,Ausschüttend,Aktienfonds,-6.28,32.98,-37.28,62.5,3.0,2.2,
ALLIANZ-GIF-ALLIANZ-GLOBAL-SUSTAINABILITY-P-EUR-DIS-Fonds-LU1405890390,A2AH63,LU1405890390,Ausschüttend,Aktienfonds,0.63,28.37,-30.82,62.5,2.0,1.01,
AEGON-GLOBAL-SUSTAINABLE-EQUITY-FUND-B-EUR-ACC-Fonds-IE00BYZHYQ76,A2AHG6,IE00BYZHYQ76,Thesaurierend,Aktienfonds,19.43,28.51,-32.96,75.0,0.0,0.89,
AEGON-GLOBAL-SUSTAINABLE-EQUITY-FUND-B-USD-ACC-Fonds-IE00BYZJ4F20,A2AHG7,IE00BYZJ4F20,Thesaurierend,Aktienfonds,19.5,29.08,-33.24,75.0,0.0,0.88,
AEGON-GLOBAL-SUSTAINABLE-EQUITY-FUND-C-EUR-ACC-Fonds-IE00BYZHYX44,A2AHG9,IE00BYZHYX44,Thesaurierend,Aktienfonds,19.74,28.51,-32.94,75.0,0.0,0.51,
NORDEA-1-GLOBAL-STARS-EQUITY-FUND-BI-EUR-ACC-Fonds-LU0985319473,A2AJ89,LU0985319473,Thesaurierend,Aktienfonds,-2.0,28.33,-31.67,75.0,0.0,0.93,
NORDEA-1-GLOBAL-STARS-EQUITY-FUND-BI-USD-ACC-Fonds-LU0985319804,A2AJ9B,LU0985319804,Thesaurierend,Aktienfonds,-2.14,28.16,-32.01,62.5,0.0,0.93,
NORDEA-1-GLOBAL-STARS-EQUITY-FUND-BP-EUR-ACC-Fonds-LU0985320059,A2AJ9C,LU0985320059,Thesaurierend,Aktienfonds,-2.62,28.34,-31.72,75.0,5.0,1.83,
NORDEA-1-GLOBAL-STARS-EQUITY-FUND-BP-USD-ACC-Fonds-LU0985320562,A2AJ9F,LU0985320562,Thesaurierend,Aktienfonds,-2.76,28.16,-32.08,62.5,5.0,1.83,
THEAM-QUANT-EQUITY-EUROPE-CLIMATE-CARE-C-EUR-DIS-Fonds-LU1353195974,A2AJF9,LU1353195974,Ausschüttend,Aktienfonds,-13.66,30.43,-34.61,62.5,3.0,1.7,
THEAM-QUANT-EQUITY-EUROPE-CLIMATE-CARE-I-EUR-ACC-Fonds-LU1353196436,A2AJGA,LU1353196436,Thesaurierend,Aktienfonds,-13.06,30.42,-34.57,62.5,0.0,0.76,
THEAM-QUANT-EQUITY-EUROPE-CLIMATE-CARE-C-EUR-ACC-Fonds-LU1353195891,A2AJGB,LU1353195891,Thesaurierend,Aktienfonds,-13.66,30.43,-34.62,62.5,3.0,1.7,
WARBURG-ZUKUNFT-STRATEGIEFONDS-I-EUR-DIS-Fonds-DE000A2AJGW6,A2AJGW,DE000A2AJGW6,Ausschüttend,Aktienfonds,-9.9,29.14,-33.25,62.5,0.0,1.0,
MULTIPARTNER-SICAV-ROBECOSAM-GLOBAL-GENDER-EQUALITY-IMPACT-EQUITIES-NA-EUR-DIS-Fonds-LU1277653165,A2AJTZ,LU1277653165,Ausschüttend,Aktienfonds,-1.92,32.43,-31.86,62.5,3.0,1.06,
ALLIANZ-GIF-ALLIANZ-GLOBAL-SUSTAINABILITY-WT-GBP-ACC-Fonds-LU1428085879,A2AKYV,LU1428085879,Thesaurierend,Aktienfonds,0.15,26.03,-24.67,62.5,0.0,0.67,
LEGG-MASON-CLEARBRIDGE-US-EQUITY-SUSTAINABILITY-LEADERS-PREMIER-USD-ACC-Fonds-IE00BDB7J701,A2ALXK,IE00BDB7J701,Thesaurierend,Aktienfonds,3.37,17.08,-7.83,,0.0,0.69,
CANDRIAM-SRI-EQUITY-EMU-C-EUR-ACC-Fonds-LU1313771187,A2AM8B,LU1313771187,Thesaurierend,Aktienfonds,-8.8,32.66,-35.07,62.5,3.5,1.93,
CANDRIAM-SRI-EQUITY-EMU-I-EUR-ACC-Fonds-LU1313771344,A2AM8C,LU1313771344,Thesaurierend,Aktienfonds,-8.01,32.66,-35.01,62.5,0.0,0.75,
CANDRIAM-SRI-EQUITY-EUROPE-C-EUR-ACC-Fonds-LU1313771856,A2AM8D,LU1313771856,Thesaurierend,Aktienfonds,-6.66,29.88,-32.56,62.5,3.5,1.84,
CANDRIAM-SRI-EQUITY-EUROPE-I-EUR-ACC-Fonds-LU1313772078,A2AM8E,LU1313772078,Thesaurierend,Aktienfonds,-5.9,29.88,-32.5,62.5,0.0,0.75,
CANDRIAM-SRI-EQUITY-NORTH-AMERICA-C-USD-ACC-Fonds-LU1313772581,A2AM8F,LU1313772581,Thesaurierend,Aktienfonds,-0.16,39.1,-34.51,62.5,3.5,1.59,
CANDRIAM-SRI-EQUITY-NORTH-AMERICA-I-USD-ACC-Fonds-LU1313772748,A2AM8G,LU1313772748,Thesaurierend,Aktienfonds,0.53,39.1,-34.45,62.5,0.0,0.65,
3-BANKEN-DIVIDENDE-NACHHALTIGKEIT-2022-I-EUR-DIS-Fonds-AT0000A1NA64,A2AMSP,AT0000A1NA64,Ausschüttend,Aktienfonds,-2.38,23.71,-25.16,62.5,2.5,1.0,
3-BANKEN-DIVIDENDE-NACHHALTIGKEIT-2022-R-EUR-DIS-Fonds-AT3BDIV20228,A2AMSQ,AT3BDIV20228,Ausschüttend,Aktienfonds,-2.94,23.67,-25.21,62.5,2.5,1.75,
VONTOBEL-FUND-CLEAN-TECHNOLOGY-A-CHF-DIS-Fonds-LU1407930350,A2AMTE,LU1407930350,Ausschüttend,Aktienfonds,6.01,33.12,-33.21,62.5,5.0,2.05,
VONTOBEL-FUND-CLEAN-TECHNOLOGY-B-CHF-ACC-Fonds-LU1407930780,A2AMTF,LU1407930780,Thesaurierend,Aktienfonds,6.01,33.12,-33.22,62.5,5.0,2.05,
CANDRIAM-SRI-EQUITY-EMU-C-EUR-DIS-Fonds-LU1313771260,A2ANY8,LU1313771260,Ausschüttend,Aktienfonds,-8.81,32.66,-35.07,62.5,3.5,1.94,
CANDRIAM-SRI-EQUITY-EUROPE-C-EUR-DIS-Fonds-LU1313771930,A2ANY9,LU1313771930,Ausschüttend,Aktienfonds,,,,,3.5,1.84,
CANDRIAM-SRI-EQUITY-NORTH-AMERICA-C-USD-DIS-Fonds-LU1313772664,A2ANZA,LU1313772664,Ausschüttend,Aktienfonds,,,,,3.5,1.59,
BNP-PARIBAS-DEVELOPPEMENT-HUMAIN-R-EUR-ACC-Fonds-FR0012182871,A2AP6T,FR0012182871,Thesaurierend,Aktienfonds,-6.06,26.54,-29.28,62.5,0.0,0.48,
BMO-RESPONSIBLE-GLOBAL-EQUITY-FUND-I-USD-DIS-Fonds-LU1460792887,A2APER,LU1460792887,Ausschüttend,Aktienfonds,2.57,31.28,-31.54,62.5,5.0,1.01,
ALLIANZ-GIF-ALLIANZ-EUROPE-EQUITY-SRI-WT-EUR-ACC-Fonds-LU1496822955,A2AR6R,LU1496822955,Thesaurierend,Aktienfonds,-10.35,31.13,-37.39,62.5,0.0,0.66,
