name,nsin,isin,capitalization,type,performance_cy,volatility_cy,max_drawdown_cy,months_positive_cy,initial_fee,ongoing_charges,data_id
SCHRODER-ISF-QEP-GLOBAL-ESG-EX-FOSSIL-FUELS-A-USD-ACC-Fonds-LU1910163945,A2N90B,LU1910163945,Thesaurierend,Aktienfonds,-10.18,25.6,-30.32,62.5,5.0,1.8,
THEAM-QUANT-EQUITY-EUROPE-CLIMATE-CARE-J-EUR-ACC-Fonds-LU1353197327,A2N91S,LU1353197327,Thesaurierend,Aktienfonds,-12.92,30.43,-34.56,62.5,0.0,0.54,
FIRST-STATE-GLOBAL-UF-PLC-STEWART-INV-ASIA-PAC-SUSTAIN-VI-EUR-ACC-Fonds-IE00BFY86394,A2N965,IE00BFY86394,Thesaurierend,Aktienfonds,1.73,21.0,-26.34,75.0,7.0,0.94,
STEWART-INVESTORS-WORLDWIDE-SUSTAINABILITY-FUND-VI-EUR-ACC-Fonds-IE00BFY85B09,A2N97S,IE00BFY85B09,Thesaurierend,Aktienfonds,2.18,21.32,-25.64,62.5,7.0,0.95,
JSS-INVESTMENTFONDS-II-JSS-SUSTAINABLE-EQUITY-EUROPEAN-SMALLER-COMPANIES-C-EUR-ACC-Fonds-LU1859216621,A2N9L0,LU1859216621,Thesaurierend,Aktienfonds,-8.83,30.6,-37.41,62.5,3.0,1.43,
JSS-INVESTMENTFONDS-II-JSS-SUSTAINABLE-EQUITY-EUROPEAN-SMALLER-COMPANIES-C-EUR-DIS-Fonds-LU1859216894,A2N9L1,LU1859216894,Ausschüttend,Aktienfonds,-8.84,30.59,-37.41,62.5,3.0,1.43,
JSS-INVESTMENTFONDS-II-JSS-SUSTAINABLE-EQUITY-EUROPEAN-SMALLER-COMPANIES-I-EUR-ACC-Fonds-LU1859216977,A2N9L2,LU1859216977,Thesaurierend,Aktienfonds,-8.71,30.6,-37.4,62.5,0.0,1.2,
JSS-INVESTMENTFONDS-II-JSS-SUSTAINABLE-EQUITY-EUROPEAN-SMALLER-COMPANIES-I-EUR-DIS-Fonds-LU1859217199,A2N9L3,LU1859217199,Ausschüttend,Aktienfonds,-8.71,30.6,-37.4,62.5,0.0,1.24,
JSS-INVESTMENTFONDS-II-JSS-SUSTAINABLE-EQUITY-EUROPEAN-SMALLER-COMPANIES-P-EUR-ACC-Fonds-LU1859216464,A2N9L4,LU1859216464,Thesaurierend,Aktienfonds,-9.24,30.59,-37.44,62.5,3.0,2.03,
JSS-INVESTMENTFONDS-II-JSS-SUSTAINABLE-EQUITY-EUROPEAN-SMALLER-COMPANIES-P-EUR-DIS-Fonds-LU1859216548,A2N9L5,LU1859216548,Ausschüttend,Aktienfonds,-9.23,30.6,-37.45,62.5,3.0,2.03,
WELLINGTON-CLIMATE-STRATEGY-FUND-S-USD-ACC-Fonds-LU1889107428,A2N9MC,LU1889107428,Thesaurierend,Aktienfonds,2.37,35.61,-38.09,62.5,0.0,0.8,
AXA-WORLD-FUNDS-FRAMLINGTON-CLEAN-ECONOMY-A-EUR-ACC-H-Fonds-LU1914342263,A2N9Q0,LU1914342263,Thesaurierend,Aktienfonds,9.45,36.09,-35.74,62.5,5.5,1.81,
AXA-WORLD-FUNDS-FRAMLINGTON-CLEAN-ECONOMY-A-USD-ACC-Fonds-LU1914342180,A2N9QZ,LU1914342180,Thesaurierend,Aktienfonds,7.53,36.1,-35.38,62.5,5.5,1.78,
CAPITAL-GROUP-NEW-ECONOMY-FUND-LUX-ZL-EUR-ACC-Fonds-LU2099831179,A2P09Y,LU2099831179,Thesaurierend,Aktienfonds,12.13,36.45,-18.65,,5.25,0.68,
CPR-INVEST-SOCIAL-IMPACT-I-UK-GBP-ACC-Fonds-LU2125046966,A2P0RU,LU2125046966,Thesaurierend,Aktienfonds,11.98,27.48,-9.29,,5.0,0.96,
ERSTE-RESPONSIBLE-STOCK-GLOBAL-R01-HUF-Fonds-AT0000A2CWG3,A2P0SL,AT0000A2CWG3,Vollthesaurierer,Aktienfonds,2.49,35.45,-24.69,,5.0,1.84,
ERSTE-RESPONSIBLE-STOCK-DIVIDEND-R01-HUF-Fonds-AT0000A2CWH1,A2P0SM,AT0000A2CWH1,Vollthesaurierer,Aktienfonds,-17.41,32.4,-27.33,,3.5,1.51,
PURE-ESG-EUROPE-FUND-TI-CHF-ACC-Fonds-LI0509817545,A2P11V,LI0509817545,Thesaurierend,Aktienfonds,13.3,19.25,-4.97,,0.0,0.97,
ERSTE-GREEN-INVEST-R01-EUR-DIS-Fonds-AT0000A2DY42,A2P1F9,AT0000A2DY42,Ausschüttend,Aktienfonds,3.93,15.74,-4.49,,5.0,1.55,
ERSTE-GREEN-INVEST-R01-EUR-ACC-Fonds-AT0000A2DY59,A2P1GB,AT0000A2DY59,Thesaurierend,Aktienfonds,3.93,15.75,-4.49,,5.0,1.55,
ERSTE-GREEN-INVEST-R01-EUR-Fonds-AT0000A2DY67,A2P1GD,AT0000A2DY67,Vollthesaurierer,Aktienfonds,3.93,15.72,-4.48,,5.0,1.55,
ERSTE-GREEN-INVEST-D02-EUR-ACC-Fonds-AT0000A2DY75,A2P1GF,AT0000A2DY75,Thesaurierend,Aktienfonds,3.93,15.74,-4.49,,5.0,0.6,
ERSTE-GREEN-INVEST-D02-EUR-Fonds-AT0000A2DY83,A2P1GH,AT0000A2DY83,Vollthesaurierer,Aktienfonds,3.93,15.74,-4.49,,5.0,0.6,
ALLIANZ-GIF-ALLIANZ-GLOBAL-SUSTAINABILITY-W-EUR-ACC-Fonds-LU2137116013,A2P1QT,LU2137116013,Thesaurierend,Aktienfonds,19.25,20.4,-5.56,,0.0,0.66,
CANDRIAM-SRI-EQUITY-EMERGING-MARKETS-I-USD-ACC-Fonds-LU1797946594,A2P28S,LU1797946594,Thesaurierend,Aktienfonds,0.55,17.51,-6.46,,0.0,0.81,
CAPITAL-GROUP-NEW-ECONOMY-FUND-LUX-C-USD-ACC-Fonds-LU2194473968,A2P2WK,LU2194473968,Thesaurierend,Aktienfonds,0.26,16.88,-7.6,,0.0,0.15,
NORDEA-1-EMERGING-STARS-EQUITY-FUND-X-EUR-ACC-Fonds-LU2123113164,A2P3FW,LU2123113164,Thesaurierend,Aktienfonds,19.78,21.19,-4.66,,0.0,0.08,
NORDEA-1-ASIAN-STARS-EQUITY-FUND-BP-USD-ACC-Fonds-LU2152927971,A2P3TS,LU2152927971,Thesaurierend,Aktienfonds,21.83,21.0,-6.23,,5.0,1.84,
MORGAN-STANLEY-INVESTMENT-FUNDS-GLOBAL-SUSTAIN-FUND-ZH-CHF-ACC-Fonds-LU2174786777,A2P43Y,LU2174786777,Thesaurierend,Aktienfonds,4.86,17.79,-6.88,,1.0,0.84,
AMUNDI-FUNDS-PIONEER-US-EQUITY-ESG-IMPROVERS-A-USD-ACC-Fonds-LU2146567289,A2P4PX,LU2146567289,Thesaurierend,Aktienfonds,-1.18,15.46,-8.37,,4.5,1.6,
MORGAN-STANLEY-INVESTMENT-FUNDS-GLOBAL-SUSTAIN-FUND-ZH-EUR-ACC-H-Fonds-LU2133304035,A2P4V2,LU2133304035,Thesaurierend,Aktienfonds,5.31,17.82,-6.86,,1.0,0.84,
MORGAN-STANLEY-INVESTMENT-FUNDS-GLOBAL-SUSTAIN-FUND-ZH-GBP-ACC-Fonds-LU2174786934,A2P4V9,LU2174786934,Thesaurierend,Aktienfonds,2.53,17.8,-6.87,,1.0,0.84,
CANDRIAM-SRI-EQUITY-CIRCULAR-ECONOMY-C-USD-ACC-Fonds-LU2109440870,A2P54E,LU2109440870,Thesaurierend,Aktienfonds,2.86,14.33,-5.47,,3.5,1.94,
AMUNDI-FUNDS-EUROPEAN-EQUITY-ESG-IMPROVERS-A-EUR-ACC-Fonds-LU2151176349,A2P68V,LU2151176349,Thesaurierend,Aktienfonds,1.15,15.89,-4.51,,4.5,1.6,
CANDRIAM-SRI-EQUITY-NORTH-AMERICA-V-EUR-ACC-H-Fonds-LU1797946834,A2P7HG,LU1797946834,Thesaurierend,Aktienfonds,1.69,17.45,-8.59,,0.0,0.45,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-R-USD-ACC-Fonds-LU1673807787,A2P919,LU1673807787,Thesaurierend,Aktienfonds,-1.06,18.22,-8.28,,3.0,1.05,
LEGG-MASON-CLEARBRIDGE-US-EQUITY-SUSTAINABILITY-LEADERS-S-EUR-ACC-Fonds-IE00BL71K807,A2P9HP,IE00BL71K807,Thesaurierend,Aktienfonds,-0.2,16.78,-6.75,,0.0,0.55,
ERSTE-FUTURE-INVEST-R01-CZK-Fonds-AT0000A2HRU3,A2P9RG,AT0000A2HRU3,Vollthesaurierer,Aktienfonds,0.51,16.93,-4.8,,,,
CSIF-LUX-EQUITY-JAPAN-ESG-BLUE-FB-EUR-ACC-Fonds-LU1815003105,A2PA4E,LU1815003105,Thesaurierend,Aktienfonds,-3.68,22.81,-25.84,62.5,0.0,0.24,
CSIF-LUX-EQUITY-EMU-ESG-BLUE-QB-EUR-ACC-Fonds-LU1815002479,A2PAGF,LU1815002479,Thesaurierend,Aktienfonds,-10.75,33.94,-36.66,62.5,0.0,0.18,
IQAM-EQUITY-US-XT-USD-ACC-Fonds-AT0000A256U8,A2PAK8,AT0000A256U8,Thesaurierend,Aktienfonds,-18.28,48.71,-44.33,62.5,5.0,1.67,
ECOLOGY-STOCK-AMERICA-R-USD-DIS-Fonds-AT0000A249B3,A2PALZ,AT0000A249B3,Ausschüttend,Aktienfonds,-8.24,40.53,-35.25,62.5,0.0,1.88,
VONTOBEL-FUND-MTX-SUSTAINABLE-EMERGING-MARKETS-LEADERS-N-EUR-ACC-Fonds-LU1918004273,A2PANQ,LU1918004273,Thesaurierend,Aktienfonds,-4.02,28.11,-28.41,62.5,5.0,1.2,
SCHRODER-ISF-SUSTAINABLE-MULTI-FACTOR-EQUITY-C-USD-ACC-Fonds-LU1916462077,A2PAP7,LU1916462077,Thesaurierend,Aktienfonds,-7.37,28.54,-32.69,62.5,1.0,0.36,
JSS-SUSTAINABLE-EQUITY-GLOBAL-MULTIFACTOR-C-USD-ACC-Fonds-LU1859215730,A2PAXQ,LU1859215730,Thesaurierend,Aktienfonds,-2.56,35.66,-37.44,62.5,3.0,1.04,
JSS-SUSTAINABLE-EQUITY-GLOBAL-MULTIFACTOR-C-USD-DIS-Fonds-LU1859215656,A2PAXR,LU1859215656,Ausschüttend,Aktienfonds,-2.57,35.66,-37.44,62.5,3.0,1.04,
JSS-SUSTAINABLE-EQUITY-GLOBAL-MULTIFACTOR-I-USD-ACC-Fonds-LU1859215813,A2PAXS,LU1859215813,Thesaurierend,Aktienfonds,-2.44,35.65,-37.43,62.5,0.0,0.85,
JSS-SUSTAINABLE-EQUITY-GLOBAL-MULTIFACTOR-I-USD-DIS-Fonds-LU1859216035,A2PAXT,LU1859216035,Ausschüttend,Aktienfonds,-2.44,35.65,-37.43,62.5,0.0,0.85,
JSS-SUSTAINABLE-EQUITY-GLOBAL-MULTIFACTOR-P-USD-ACC-Fonds-LU1859215490,A2PAXU,LU1859215490,Thesaurierend,Aktienfonds,-2.85,35.66,-37.47,62.5,3.0,1.44,
JSS-SUSTAINABLE-EQUITY-GLOBAL-MULTIFACTOR-P-USD-DIS-Fonds-LU1859215573,A2PAXV,LU1859215573,Ausschüttend,Aktienfonds,-2.85,35.66,-37.47,62.5,3.0,1.44,
NINETY-ONE-GLOBAL-STRATEGY-FUND-GLOBAL-ENVIRONMENT-FUND-A-EUR-ACC-Fonds-LU1939256001,A2PB3E,LU1939256001,Thesaurierend,Aktienfonds,8.32,39.07,-32.26,62.5,5.0,1.95,
NINETY-ONE-GLOBAL-STRATEGY-FUND-GLOBAL-ENVIRONMENT-FUND-A-EUR-DIS-Fonds-LU1939256183,A2PB3G,LU1939256183,Ausschüttend,Aktienfonds,8.36,35.24,-32.26,75.0,5.0,1.95,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-T-EUR-DIS-Fonds-LU1687288321,A2PB99,LU1687288321,Ausschüttend,Aktienfonds,11.05,34.18,-32.45,75.0,5.0,0.7,
NN-L-EUROPEAN-SUSTAINABLE-EQUITY-Z-EUR-ACC-Fonds-LU0991964593,A2PB9T,LU0991964593,Thesaurierend,Aktienfonds,4.18,27.56,-34.39,62.5,0.0,0.09,
NN-L-EUROPEAN-SUSTAINABLE-EQUITY-N-EUR-ACC-Fonds-LU1264163772,A2PB9U,LU1264163772,Thesaurierend,Aktienfonds,3.53,27.56,-34.44,62.5,0.0,0.95,
ALLIANZ-GIF-ALLIANZ-CLIMATE-TRANSITION-A-EUR-DIS-Fonds-LU1917776467,A2PBBJ,LU1917776467,Ausschüttend,Aktienfonds,-2.97,29.46,-34.63,75.0,5.0,1.85,
ALLIANZ-GIF-ALLIANZ-CLIMATE-TRANSITION-I-EUR-DIS-Fonds-LU1917776541,A2PBBK,LU1917776541,Ausschüttend,Aktienfonds,-2.36,29.45,-34.6,75.0,2.0,0.96,
ALLIANZ-GIF-ALLIANZ-CLIMATE-TRANSITION-P10-EUR-DIS-Fonds-LU1917776624,A2PBBL,LU1917776624,Ausschüttend,Aktienfonds,-2.18,29.45,-34.59,75.0,0.0,0.7,
KEPLER-ETHIK-AKTIENFONDS-IT-EUR-ACC-Fonds-AT0000A25PK9,A2PBSD,AT0000A25PK9,Thesaurierend,Aktienfonds,-9.49,32.18,-34.52,62.5,4.0,1.03,
ALLIANZ-GIF-ALLIANZ-GLOBAL-SUSTAINABILITY-WT-CHF-ACC-Fonds-LU1933087915,A2PBT3,LU1933087915,Thesaurierend,Aktienfonds,0.95,28.98,-31.1,62.5,0.0,0.66,
WELLINGTON-GLOBAL-IMPACT-FUND-D-EUR-ACC-H-Fonds-IE00BHR48C19,A2PBW5,IE00BHR48C19,Thesaurierend,Aktienfonds,2.91,33.13,-35.67,62.5,5.0,1.6,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-M-EUR-ACC-Fonds-LU1687288248,A2PCAA,LU1687288248,Thesaurierend,Aktienfonds,10.59,34.23,-32.51,75.0,5.0,1.29,
NN-L-EMERGING-MARKETS-ENHANCED-INDEX-SUSTAINABLE-EQUITY-Y-USD-ACC-Fonds-LU0756535653,A2PCAD,LU0756535653,Thesaurierend,Aktienfonds,-7.6,31.07,-33.55,62.5,0.0,2.1,
ALLIANZ-GIF-ALLIANZ-GLOBAL-WATER-WT-EUR-ACC-Fonds-LU1942584456,A2PCCC,LU1942584456,Thesaurierend,Aktienfonds,-4.82,31.2,-30.32,62.5,0.0,0.74,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-C-EUR-ACC-Fonds-LU1883319474,A2PCQ0,LU1883319474,Thesaurierend,Aktienfonds,2.99,28.17,-31.96,62.5,1.0,2.75,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-C-USD-ACC-Fonds-LU1883319557,A2PCQ1,LU1883319557,Thesaurierend,Aktienfonds,2.61,28.68,-32.17,62.5,1.0,2.75,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-E2-EUR-ACC-Fonds-LU1883319714,A2PCQ2,LU1883319714,Thesaurierend,Aktienfonds,3.75,28.15,-31.9,62.5,4.0,1.75,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-F-EUR-ACC-Fonds-LU1883319805,A2PCQ3,LU1883319805,Thesaurierend,Aktienfonds,2.69,27.87,-32.41,62.5,0.0,2.7,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-I2-EUR-ACC-Fonds-LU1883320050,A2PCQ5,LU1883320050,Thesaurierend,Aktienfonds,4.43,28.16,-31.84,62.5,0.0,0.86,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-I2-USD-ACC-Fonds-LU1883320217,A2PCQ7,LU1883320217,Thesaurierend,Aktienfonds,3.95,28.68,-32.05,62.5,0.0,0.86,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-M2-EUR-ACC-Fonds-LU1883320308,A2PCQ8,LU1883320308,Thesaurierend,Aktienfonds,4.36,28.16,-31.85,62.5,0.0,0.96,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-R2-EUR-ACC-Fonds-LU1883320480,A2PCQ9,LU1883320480,Thesaurierend,Aktienfonds,4.13,28.15,-31.86,62.5,0.0,1.25,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-A-CHF-ACC-Fonds-LU1883318666,A2PCQU,LU1883318666,Thesaurierend,Aktienfonds,2.63,28.85,-32.56,62.5,4.5,2.05,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-A-EUR-ACC-Fonds-LU1883318740,A2PCQV,LU1883318740,Thesaurierend,Aktienfonds,3.07,27.88,-32.36,62.5,4.5,2.05,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-A-EUR-DIS-Fonds-LU1883318823,A2PCQW,LU1883318823,Ausschüttend,Aktienfonds,3.08,27.87,-32.36,62.5,4.5,2.05,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-A-USD-ACC-Fonds-LU1883319045,A2PCQX,LU1883319045,Thesaurierend,Aktienfonds,1.64,28.61,-32.4,62.5,4.5,2.05,
AMUNDI-FUNDS-GLOBAL-ECOLOGY-ESG-A-USD-DIS-Fonds-LU1883319128,A2PCQY,LU1883319128,Ausschüttend,Aktienfonds,1.64,28.62,-32.4,62.5,4.5,2.05,
FONDITA-2000-A-EUR-DIS-Fonds-FI0008802889,A2PD38,FI0008802889,Ausschüttend,Aktienfonds,-7.84,29.15,-38.0,50.0,0.0,2.0,
FONDITA-2000-B-EUR-ACC-Fonds-FI0008802897,A2PD3V,FI0008802897,Thesaurierend,Aktienfonds,-3.26,28.72,-36.22,50.0,0.0,2.0,
ECHIQUIER-POSITIVE-IMPACT-G-EUR-ACC-Fonds-FR0013299294,A2PD41,FR0013299294,Thesaurierend,Aktienfonds,6.17,25.88,-28.58,75.0,3.0,1.21,
ECHIQUIER-POSITIVE-IMPACT-I-EUR-ACC-Fonds-FR0013286911,A2PD42,FR0013286911,Thesaurierend,Aktienfonds,6.34,25.63,-28.57,75.0,3.0,1.01,
CPR-INVEST-EDUCATION-A2-EUR-ACC-Fonds-LU1951340733,A2PD54,LU1951340733,Thesaurierend,Aktienfonds,-10.8,32.09,-38.91,75.0,5.0,2.25,
ROBECO-SUSTAINABLE-EUROPEAN-STARS-EQUITIES-G-EUR-DIS-Fonds-LU1736383297,A2PDHR,LU1736383297,Ausschüttend,Aktienfonds,-11.97,27.84,-33.75,62.5,0.0,0.84,
NORDEA-1-GLOBAL-GENDER-DIVERSITY-FUND-BP-EUR-ACC-Fonds-LU1939214695,A2PDJ6,LU1939214695,Thesaurierend,Aktienfonds,-6.78,28.78,-34.37,75.0,5.0,1.86,
NORDEA-1-GLOBAL-GENDER-DIVERSITY-FUND-BP-USD-ACC-Fonds-LU1939214778,A2PDJ7,LU1939214778,Thesaurierend,Aktienfonds,-6.91,28.68,-34.41,62.5,5.0,1.86,
NORDEA-1-GLOBAL-GENDER-DIVERSITY-FUND-BC-EUR-ACC-Fonds-LU1939214851,A2PDJ8,LU1939214851,Thesaurierend,Aktienfonds,-6.34,28.77,-34.33,75.0,5.0,1.21,
RAIFFEISEN-PAXETBONUM-AKTIEN-R-EUR-DIS-Fonds-AT0000A261G7,A2PDJS,AT0000A261G7,Ausschüttend,Aktienfonds,-4.36,32.7,-34.25,62.5,4.0,1.79,
RAIFFEISEN-PAXETBONUM-AKTIEN-I-EUR-DIS-Fonds-AT0000A261K9,A2PDJT,AT0000A261K9,Ausschüttend,Aktienfonds,-3.83,32.69,-34.2,62.5,4.0,1.04,
RAIFFEISEN-PAXETBONUM-AKTIEN-RZ-EUR-DIS-Fonds-AT0000A261N3,A2PDJU,AT0000A261N3,Ausschüttend,Aktienfonds,-3.84,32.69,-34.19,62.5,0.0,1.04,
RAIFFEISEN-PAXETBONUM-AKTIEN-R-EUR-ACC-Fonds-AT0000A261F9,A2PDJV,AT0000A261F9,Thesaurierend,Aktienfonds,-4.36,32.7,-34.25,62.5,4.0,1.79,
RAIFFEISEN-PAXETBONUM-AKTIEN-I-EUR-ACC-Fonds-AT0000A261J1,A2PDJW,AT0000A261J1,Thesaurierend,Aktienfonds,-3.83,32.69,-34.2,62.5,4.0,1.04,
RAIFFEISEN-PAXETBONUM-AKTIEN-RZ-EUR-ACC-Fonds-AT0000A261M5,A2PDJX,AT0000A261M5,Thesaurierend,Aktienfonds,-3.83,32.68,-34.2,62.5,0.0,1.04,
RAIFFEISEN-PAXETBONUM-AKTIEN-R-EUR-Fonds-AT0000A261H5,A2PDJY,AT0000A261H5,Vollthesaurierer,Aktienfonds,-4.36,32.7,-34.25,62.5,4.0,1.79,
RAIFFEISEN-PAXETBONUM-AKTIEN-I-EUR-Fonds-AT0000A261L7,A2PDJZ,AT0000A261L7,Vollthesaurierer,Aktienfonds,-3.84,32.69,-34.2,62.5,4.0,1.04,
NORDEA-1-GLOBAL-GENDER-DIVERSITY-FUND-BC-USD-ACC-Fonds-LU1939215072,A2PDKF,LU1939215072,Thesaurierend,Aktienfonds,-6.47,28.68,-34.37,62.5,5.0,1.21,
NORDEA-1-GLOBAL-GENDER-DIVERSITY-FUND-BI-USD-ACC-Fonds-LU1939215403,A2PDKG,LU1939215403,Thesaurierend,Aktienfonds,-6.31,28.68,-34.36,62.5,0.0,1.0,
NORDEA-1-GLOBAL-GENDER-DIVERSITY-FUND-BI-EUR-ACC-Fonds-LU1939215312,A2PDKK,LU1939215312,Thesaurierend,Aktienfonds,-6.19,28.78,-34.32,75.0,0.0,1.0,
VONTOBEL-FUND-MTX-SUSTAINABLE-EMERGING-MARKETS-LEADERS-HN-EUR-ACC-H-Fonds-LU1936213682,A2PDLB,LU1936213682,Thesaurierend,Aktienfonds,-1.8,28.08,-30.8,62.5,5.0,1.26,
STOREBRAND-SICAV-STOREBRAND-GLOBAL-SOLUTIONS-LUX-A-EUR-ACC-Fonds-LU1932656777,A2PDRP,LU1932656777,Thesaurierend,Aktienfonds,5.46,31.29,-34.4,75.0,3.0,1.5,
STOREBRAND-SICAV-STOREBRAND-GLOBAL-ESG-PLUS-LUX-A-EUR-ACC-Fonds-LU1932669598,A2PDRR,LU1932669598,Thesaurierend,Aktienfonds,-3.08,30.82,-33.26,62.5,3.0,0.9,
GUTMANN-AKTIEN-NACHHALTIGKEITSFONDS-EUR-ACC-Fonds-AT0000A269Q9,A2PDUR,AT0000A269Q9,Thesaurierend,Aktienfonds,-2.71,32.95,-32.78,62.5,5.0,1.09,
CSIF-LUX-EQUITY-JAPAN-ESG-BLUE-DB-JPY-ACC-Fonds-LU1916457663,A2PEAW,LU1916457663,Thesaurierend,Aktienfonds,-3.92,24.09,-27.69,62.5,0.0,0.06,
CSIF-LUX-EQUITY-JAPAN-ESG-BLUE-QB-EUR-ACC-Fonds-LU1815002982,A2PEAX,LU1815002982,Thesaurierend,Aktienfonds,-3.66,23.19,-25.83,62.5,0.0,0.2,
RAIFFEISEN-NACHHALTIGKEIT-MOMENTUM-RZ-EUR-Fonds-AT0000A26P95,A2PES8,AT0000A26P95,Vollthesaurierer,Aktienfonds,-6.84,30.36,-34.56,62.5,0.0,0.94,
BAILLIE-GIFFORD-GLOBAL-STEWARDSHIP-FUND-B-EUR-ACC-Fonds-IE00BGGJJD81,A2PFCR,IE00BGGJJD81,Thesaurierend,Aktienfonds,36.64,35.17,-31.84,75.0,0.0,0.4,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-I-EUR-ACC-H-Fonds-LU1938548184,A2PG49,LU1938548184,Thesaurierend,Aktienfonds,13.53,33.6,-31.71,62.5,2.0,0.83,
ISHARES-DEVELOPED-WORLD-ESG-SCREENED-INDEX-FUND-IE-INSTITUTIONAL-EUR-ACC-Fonds-IE00BFG1TM61,A2PGA2,IE00BFG1TM61,Thesaurierend,Aktienfonds,,,,,0.0,0.19,
VONTOBEL-FUND-MTX-SUSTAINABLE-EMERGING-MARKETS-LEADERS-ASX-EUR-DIS-Fonds-LU1964740309,A2PGBH,LU1964740309,Ausschüttend,Aktienfonds,-3.72,28.2,-28.37,62.5,5.0,0.74,
AEGON-GLOBAL-SUSTAINABLE-EQUITY-FUND-A-EUR-ACC-Fonds-IE00BYZHYJ00,A2PGN1,IE00BYZHYJ00,Thesaurierend,Aktienfonds,18.99,28.51,-32.98,75.0,5.0,1.37,
AEGON-GLOBAL-SUSTAINABLE-EQUITY-FUND-A-EUR-DIS-Fonds-IE00BYZHYK15,A2PGN2,IE00BYZHYK15,Ausschüttend,Aktienfonds,18.98,28.53,-32.98,75.0,5.0,1.37,
ERSTE-ETHIK-AKTIEN-GLOBAL-EUR-I01-ACC-Fonds-AT0000A27LR9,A2PGV2,AT0000A27LR9,Thesaurierend,Aktienfonds,4.21,34.88,-33.4,62.5,3.5,0.9,
THEMATICS-WATER-FUND-I-A-USD-ACC-Fonds-LU1923621483,A2PH27,LU1923621483,Thesaurierend,Aktienfonds,-4.36,31.4,-34.32,62.5,4.0,1.2,
VONTOBEL-FUND-MTX-SUSTAINABLE-ASIAN-LEADERS-EX-JAPAN-AI-USD-DIS-Fonds-LU1984203791,A2PH7Y,LU1984203791,Ausschüttend,Aktienfonds,0.84,25.04,-27.57,50.0,5.0,1.17,
VONTOBEL-FUND-MTX-SUSTAINABLE-EMERGING-MARKETS-LEADERS-AG-USD-DIS-Fonds-LU1993004743,A2PH9X,LU1993004743,Ausschüttend,Aktienfonds,-4.08,28.15,-30.53,62.5,5.0,0.74,
BREMENKAPITAL-FAIRINVEST-EUR-DIS-Fonds-LU1982832666,A2PHGF,LU1982832666,Ausschüttend,Aktienfonds,-16.58,16.05,-19.92,50.0,5.0,1.72,
AVIVA-INVESTORS-CLIMATE-TRANSITION-EUROPEAN-EQUITY-FUND-I-EUR-ACC-Fonds-LU1985004701,A2PHX5,LU1985004701,Thesaurierend,Aktienfonds,-1.9,30.35,-34.38,62.5,5.0,0.99,
FIDELITY-FUNDS-SUSTAINABLE-WATER-WASTE-FUND-A-HUF-ACC-Fonds-LU1984161858,A2PHXW,LU1984161858,Thesaurierend,Aktienfonds,-8.89,29.37,-32.88,75.0,5.25,1.95,
CSIF-LUX-EQUITY-JAPAN-ESG-BLUE-QBX-JPY-ACC-Fonds-LU1891411578,A2PJMV,LU1891411578,Thesaurierend,Aktienfonds,,,,,0.0,0.12,
FIDELITY-FUNDS-SUSTAINABLE-WATER-WASTE-FUND-A-EUR-ACC-Fonds-LU1998886177,A2PK24,LU1998886177,Thesaurierend,Aktienfonds,-8.79,29.93,-35.78,62.5,5.25,1.95,
JANUS-HENDERSON-HORIZON-GLOBAL-SUSTAINABLE-EQUITY-FUND-H2-USD-ACC-Fonds-LU1983259612,A2PK81,LU1983259612,Thesaurierend,Aktienfonds,9.99,29.2,-30.85,75.0,5.0,1.14,
JANUS-HENDERSON-HORIZON-GLOBAL-SUSTAINABLE-EQUITY-FUND-IU2-EUR-ACC-Fonds-LU1984711785,A2PK85,LU1984711785,Thesaurierend,Aktienfonds,10.04,28.46,-30.85,75.0,5.0,0.91,
JANUS-HENDERSON-HORIZON-GLOBAL-SUSTAINABLE-EQUITY-FUND-A2-EUR-ACC-Fonds-LU1984711512,A2PK8Z,LU1984711512,Thesaurierend,Aktienfonds,9.25,28.28,-30.88,75.0,5.0,1.94,
DKB-NACHHALTIGKEITSFONDS-KLIMASCHUTZ-INSTANL-EUR-DIS-Fonds-LU1989373987,A2PKG5,LU1989373987,Ausschüttend,Aktienfonds,30.45,21.87,-6.31,,0.0,0.9,
DKB-NACHHALTIGKEITSFONDS-SDG-INSTANL-EUR-DIS-Fonds-LU1989373631,A2PKG6,LU1989373631,Ausschüttend,Aktienfonds,0.13,33.13,-30.14,,0.0,0.92,
